Age_group,Education_gen,Occupation_gen,Relationship,Sex,Region
31-40,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HigherEd,Sales, Husband, Male,North America
31-40,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Service, Other-relative, Male,Latin America
21-30,HighSchool,Service, Not-in-family, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
60+,Dropout,, Husband, Male,North America
60+,HighSchool,Sales, Husband, Male,North America
41-50,Prof-School,Professional, Not-in-family, Male,North America
21-30,HigherEd,Clerical, Not-in-family, Female,North America
60+,HighSchool,Manual Labor, Not-in-family, Female,North America
60+,HighSchool,Professional, Not-in-family, Female,North America
21-30,HighSchool,Sales, Own-child, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
51-60,HighSchool,Agriculture, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HigherEd,Professional, Husband, Male,North America
41-50,HighSchool,Sales, Husband, Male,North America
21-30,HigherEd,, Wife, Female,North America
21-30,HighSchool,Service, Own-child, Male,Philippines
60+,Dropout,, Husband, Male,North America
41-50,HigherEd,Management, Wife, Female,North America
31-40,HigherEd,Professional, Other-relative, Male,
51-60,HighSchool,Manufacturing, Not-in-family, Female,North America
51-60,HighSchool,Sales, Husband, Male,North America
0-20,HighSchool,Transport, Own-child, Male,North America
21-30,Dropout,Service, Unmarried, Female,
51-60,HighSchool,Skilled Trade, Husband, Male,North America
60+,HighSchool,Clerical, Husband, Male,North America
21-30,HighSchool,Clerical, Other-relative, Male,Latin America
31-40,HigherEd,Professional, Husband, Male,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
21-30,HighSchool,Manufacturing, Own-child, Male,North America
31-40,HigherEd,Clerical, Not-in-family, Female,North America
21-30,Prof-School,Professional, Not-in-family, Male,North America
41-50,HighSchool,Manufacturing, Husband, Male,North America
21-30,HigherEd,Tech-Support, Not-in-family, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
41-50,HigherEd,Agriculture, Husband, Male,North America
51-60,HighSchool,Management, Not-in-family, Female,North America
60+,Dropout,Transport, Husband, Male,North America
0-20,10Th,Sales, Unmarried, Female,North America
21-30,HighSchool,Service, Not-in-family, Male,North America
21-30,HighSchool,Manual Labor, Husband, Male,North America
60+,HighSchool,, Wife, Female,North America
51-60,HighSchool,Service, Not-in-family, Female,North America
31-40,HighSchool,Professional, Own-child, Female,North America
60+,HighSchool,, Not-in-family, Female,North America
41-50,HighSchool,Clerical, Own-child, Male,North America
51-60,HighSchool,Service, Not-in-family, Female,North America
41-50,Associate,Professional, Not-in-family, Female,North America
60+,Dropout,, Not-in-family, Female,North America
51-60,HighSchool,Manufacturing, Husband, Male,North America
41-50,HigherEd,Professional, Husband, Male,North America
41-50,Associate,Professional, Wife, Female,North America
21-30,HighSchool,Agriculture, Other-relative, Male,Latin America
41-50,HigherEd,Clerical, Husband, Male,Philippines
51-60,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
31-40,HighSchool,Agriculture, Own-child, Male,North America
41-50,HighSchool,Clerical, Husband, Male,North America
60+,HighSchool,Clerical, Own-child, Female,North America
31-40,10Th,Transport, Unmarried, Male,North America
31-40,HighSchool,Sales, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
51-60,12Th,Skilled Trade, Husband, Male,North America
0-20,Dropout,Service, Own-child, Female,North America
31-40,HighSchool,Professional, Husband, Male,North America
60+,HighSchool,Clerical, Husband, Male,North America
41-50,HighSchool,Transport, Unmarried, Female,Outlying-Us(Guam-Usvi-Etc)
21-30,HighSchool,Clerical, Own-child, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
21-30,HighSchool,Service, Not-in-family, Female,North America
41-50,Associate,Protective-Serv, Husband, Male,North America
21-30,Associate,Service, Not-in-family, Male,North America
41-50,HighSchool,Service, Unmarried, Female,North America
41-50,HighSchool,Agriculture, Husband, Male,North America
51-60,HighSchool,Sales, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Not-in-family, Male,North America
60+,HighSchool,, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Associate,, Not-in-family, Male,North America
41-50,HighSchool,Agriculture, Husband, Male,North America
0-20,Dropout,Priv-House-Serv, Own-child, Female,North America
31-40,12Th,Transport, Not-in-family, Male,
31-40,HighSchool,Skilled Trade, Husband, Male,Italy
31-40,HighSchool,Transport, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
51-60,HighSchool,Transport, Husband, Male,North America
21-30,HighSchool,Management, Husband, Male,North America
31-40,Associate,Agriculture, Own-child, Male,North America
0-20,HighSchool,Sales, Own-child, Female,North America
51-60,Dropout,Sales, Husband, Male,North America
60+,HighSchool,, Not-in-family, Male,North America
60+,HighSchool,, Not-in-family, Male,North America
21-30,HighSchool,Manufacturing, Wife, Female,North America
31-40,Associate,Protective-Serv, Husband, Male,North America
41-50,HigherEd,Sales, Unmarried, Female,North America
21-30,HighSchool,Service, Own-child, Male,North America
41-50,HighSchool,Service, Not-in-family, Male,North America
31-40,HighSchool,Skilled Trade, Not-in-family, Male,North America
31-40,HighSchool,Sales, Not-in-family, Male,North America
41-50,Associate,Sales, Unmarried, Female,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
31-40,HighSchool,Manual Labor, Husband, Male,North America
51-60,Dropout,Manual Labor, Not-in-family, Female,North America
31-40,HighSchool,, Wife, Female,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
41-50,HighSchool,Professional, Wife, Female,North America
51-60,HigherEd,Management, Husband, Male,North America
21-30,Associate,Protective-Serv, Own-child, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
51-60,HighSchool,Sales, Husband, Male,North America
60+,Dropout,, Husband, Male,North America
60+,HigherEd,Professional, Husband, Male,North America
41-50,Associate,Professional, Husband, Male,North America
60+,Dropout,Agriculture, Husband, Male,North America
41-50,Prof-School,Service, Not-in-family, Female,North America
21-30,HigherEd,Management, Own-child, Female,North America
51-60,HigherEd,Professional, Not-in-family, Male,North America
31-40,HighSchool,Manual Labor, Not-in-family, Male,North America
31-40,HighSchool,, Not-in-family, Female,North America
41-50,HighSchool,Manufacturing, Husband, Male,North America
31-40,Associate,Sales, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
31-40,Prof-School,Professional, Husband, Male,North America
41-50,Prof-School,Management, Not-in-family, Male,North America
51-60,Prof-School,Management, Not-in-family, Male,North America
31-40,Dropout,Transport, Husband, Male,North America
41-50,HigherEd,Management, Not-in-family, Female,North America
41-50,Associate,Sales, Husband, Male,North America
21-30,HighSchool,Sales, Not-in-family, Female,North America
41-50,HigherEd,Skilled Trade, Husband, Male,North America
21-30,HighSchool,, Own-child, Female,South
31-40,HighSchool,Sales, Wife, Female,North America
21-30,HighSchool,, Own-child, Female,North America
21-30,HigherEd,Clerical, Not-in-family, Female,North America
31-40,HighSchool,Service, Not-in-family, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Female,North America
31-40,HighSchool,Clerical, Not-in-family, Female,Japan
0-20,10Th,, Own-child, Female,North America
0-20,HighSchool,Manufacturing, Not-in-family, Male,North America
21-30,HighSchool,Manufacturing, Own-child, Male,North America
41-50,HigherEd,Skilled Trade, Husband, Male,North America
60+,1St-4Th,Manual Labor, Not-in-family, Female,North America
31-40,HighSchool,Management, Husband, Male,North America
60+,HigherEd,Professional, Husband, Male,North America
0-20,HighSchool,, Own-child, Female,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
0-20,HighSchool,Manual Labor, Own-child, Male,North America
41-50,HigherEd,Tech-Support, Own-child, Male,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
31-40,HighSchool,Manufacturing, Not-in-family, Female,Philippines
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
0-20,10Th,, Own-child, Female,North America
21-30,HigherEd,Management, Wife, Female,North America
51-60,HighSchool,Service, Unmarried, Female,Dominican-Republic
60+,HigherEd,, Husband, Male,North America
60+,HighSchool,Sales, Not-in-family, Female,France
0-20,HighSchool,Sales, Other-relative, Female,North America
31-40,HigherEd,Manual Labor, Not-in-family, Male,North America
41-50,Associate,Clerical, Not-in-family, Female,North America
60+,HighSchool,Sales, Husband, Male,North America
31-40,Prof-School,Professional, Not-in-family, Male,North America
31-40,HighSchool,Sales, Not-in-family, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HigherEd,Management, Not-in-family, Male,North America
21-30,HighSchool,Agriculture, Own-child, Male,North America
51-60,HighSchool,Management, Husband, Male,North America
41-50,HighSchool,Tech-Support, Unmarried, Female,Philippines
51-60,HigherEd,Protective-Serv, Husband, Male,North America
21-30,HighSchool,Service, Wife, Female,North America
21-30,HighSchool,, Own-child, Female,North America
41-50,HighSchool,Management, Husband, Male,North America
31-40,HighSchool,, Unmarried, Male,North America
51-60,HighSchool,, Not-in-family, Female,North America
31-40,HighSchool,Management, Husband, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
31-40,HighSchool,Service, Other-relative, Female,
31-40,HighSchool,Manufacturing, Husband, Male,North America
31-40,Preschool,Service, Not-in-family, Male,North America
51-60,Prof-School,Professional, Husband, Male,North America
21-30,HighSchool,Management, Husband, Male,Latin America
41-50,HigherEd,Sales, Husband, Male,England
31-40,HigherEd,Management, Husband, Male,North America
51-60,Dropout,Transport, Husband, Male,North America
21-30,HighSchool,Protective-Serv, Own-child, Male,North America
0-20,HighSchool,Service, Own-child, Male,North America
60+,HighSchool,Service, Not-in-family, Female,North America
51-60,HigherEd,Tech-Support, Husband, Male,North America
51-60,Associate,Clerical, Unmarried, Female,North America
51-60,HighSchool,Management, Husband, Male,North America
31-40,HighSchool,, Own-child, Female,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
41-50,HighSchool,Service, Wife, Female,North America
41-50,HigherEd,Management, Husband, Male,North America
60+,Dropout,Agriculture, Unmarried, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
41-50,HigherEd,Professional, Husband, Male,North America
41-50,HigherEd,Transport, Unmarried, Male,Columbia
21-30,Prof-School,Professional, Own-child, Male,North America
41-50,Associate,Management, Husband, Male,North America
31-40,Dropout,Manual Labor, Husband, Male,North America
31-40,HighSchool,, Husband, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
51-60,HighSchool,Clerical, Wife, Female,North America
60+,Dropout,Agriculture, Not-in-family, Male,North America
41-50,HighSchool,Clerical, Husband, Male,North America
31-40,HighSchool,Protective-Serv, Husband, Male,North America
41-50,HighSchool,Management, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Clerical, Not-in-family, Male,North America
31-40,Prof-School,Management, Husband, Male,Japan
41-50,HighSchool,Management, Husband, Male,North America
31-40,HighSchool,Professional, Husband, Male,North America
31-40,Associate,Clerical, Wife, Female,North America
41-50,HighSchool,Clerical, Not-in-family, Female,North America
21-30,HigherEd,Tech-Support, Not-in-family, Male,North America
60+,Associate,, Husband, Male,North America
31-40,Associate,Professional, Own-child, Male,North America
31-40,HighSchool,Professional, Husband, Male,El-Salvador
21-30,Associate,Transport, Own-child, Male,North America
51-60,HighSchool,Manufacturing, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Not-in-family, Female,North America
